,companyName,country,prefix,streetAddress1,streetAddress2
11583,Halytech Mace,AU,00118E,"Unit 11, 22 Lexington Drive",Baulkham Hills  NSW  2153
11584,"Cisco Systems, Inc",US,001193,80 West Tasman Drive,San Jose  CA  94568
11585,Eidsvoll Electronics AS,NO,001152,Nedre Vilberg vei 8,Eidsvoll    N-2080
11586,"US Digital Television, Inc",US,00114F,5807 N. Andrews Way,Fort Lauderdale  FL  33309
11587,Proliphix Inc.,US,001149,3 Lan Drive,Westford  MA  01886
11588,e-SMARTCOM  INC.,KR,001142,"3F, 216, Imok-Dong",Suwon  Kyoungki-Do  440-310
11589,"KN SOLTEC CO.,LTD.",KR,00113D,98B-5L NAMDONG INDUSTRIAL COMPLEX #662-4 GOJAN-DONG,NAMDONG-GU  INCHEON  405-818
11590,Micronas GmbH,DE,00113C,Hans-Bunte-Strasse 19,Freiburg    D-79108
11591,Goodrich Sensor Systems,US,001136,14300 Judicial Road,Burnsville  Minnesota  55306-4898
11592,IZT GmbH,DE,00112C,Am Weichselgarten 5,Erlangen  Bavaria  91058
11593,Allied Telesis (Hong Kong) Ltd.,HK,001130,"Room F, 3/F, Yeung Yiu Chong (no. 8) Industrial building,",    
11594,EPSG (Ethernet Powerlink Standardization Group),CH,00111E,c/o University of Applied Sciences,Winterthur  ZH  CH-8401
11595,"Doremi Labs, Inc.",US,00111F,306 E. Alameda Ave.,Burbank  CA  91502
11596,Honeywell CMSS,US,001112,8323 Lindbergh Ct,Sarasota  FL  34243
11597,"BLX IC Design Corp., Ltd.",CN,001118,"Rm 1006, Quantum Plaza",Beijing    100083
11598,Adder Technology Limited,GB,000F58,Technology House,Bar Hill  Cambridgeshire  CB3 8SQ
11599,"YORK Refrigeration, Marine & Controls",DK,000F52,Jens Juulsvej 28,Viby J  DK  8362
11600,"CABLELOGIC Co., Ltd.",KR,000F57,"3F., Hwain Bldg., 1559-12 Seocho 3-dong,",Seoul    137-873
11601,"Stretch, Inc.",US,000F45,1322 Orleans Drive,Sunnyvale  CA  94089
11602,SINAR AG,CH,000F46,Stadtweg 24,Feuerthalen  ZH  CH-8245
11603,Oracle Corporation,US,000F4B,900 Chelmsford Street,Lowell  MA  01851
11604,Xambala Incorporated,US,000F37,2674 N. 1st Street,San Jose  CA  95134
11605,Big Bear Networks,US,000F3F,345 Potrero Ave,Sunny Vale  California  94085
11606,"Fuji System Machines Co., Ltd.",JP,000F3B,5-8-10,Zama-Shi  Kanagawa-Ken  228-0003
11607,Allied Vision Technologies Canada Inc,CA,000F31,101-3750 North Fraser Way,Burnaby  BC  V5J 5E9
11608,Lootom Telcovideo Network Wuxi Co Ltd,CN,000F32,"5F, 9Building,",WuXi  JiangSu  214072
11609,GREENBELL SYSTEMS,KR,000F2B,"2TH Floor, Doonam Bldg, 236-11 Nonhyun-Dong, Kangnam-Ku",Seoul    135-010
11610,HME Clear-Com LTD.,GB,000E98,7400 Beach Drive,Cambridgeshire    CB25 9TP
11611,"Milénio 3 Sistemas Electrónicos, Lda.",PT,000E93,"Edifício Via Norte, R. Espido 164C S403",Maia  Minho  4470-177
11612,Siemens AG A&D ET,DE,000E8C,Siemensstraße 10,Regensburg    93055
11613,Alcatel North America,US,000E86,2301 Sugar Bush Road,Raleigh  NC  27612
11614,Thomson Technology Inc,CA,000E80,9087A 198th ST,Surrey  BC  V1M-3B1
11615,"Catalyst Enterprises, Inc.",US,000E85,3385 Scott Blvd,Santa Clara  CA  95054
11616,Solar Telecom. Tech,KR,000E74,"B B/D, 4F, Samho Venture Tower",Seoul    137-941
11617,Ample Communications Inc.,US,000E79,4034 Clipper Ct.,Fremont  CA  94538
11618,"Cisco Systems, Inc",US,000F24,80 West Tasman Drive,San Jose  CA  94568
11619,Panasonic Europe Ltd.,DE,000F12,Hesebergweg 49-51,Peine    D-31228
11620,Industrial Control Systems,NL,000F18,Houtschelf 1,Hardinxveld  Zuid-Holland  NL-3371 KB
11621,Prodrive B.V.,NL,000F11,P.O. 28030,Eindhoven    5602 JA
11622,SYNCHRONIC ENGINEERING,FR,000F0C,25 CAP DARNETAL,DARNETAL  FRANCE  76160
11623,"Megasolution,Inc.",JP,000EFF,2-7-10 Shitaya,Taito  TOKYO  110-0004
11624,"Legra Systems, Inc.",US,000F00,3 Burlington Woods Drive,Burlington  MA  01803
11625,3B SYSTEM INC.,KR,000F05,"1727, SANKYUK2-DONG, BUK-GU",DAEGU    702-845
11626,Xirrus,US,000F7D,310 North Westlake Blvd.,Westlake Village  CA  91362
11627,"Astute Networks, Inc.",US,000F84,15015 Ave of Science,San Diego  CA  92128
11628,"DENTUM CO.,LTD",KR,000F77,Wookyung B/D 602 #678-6,Seoul    157-030
11629,"Sanmei Electronics Co.,Ltd",JP,000F71,"2-2-1,Seikai,Shimizu",Shizuoka    424-0924
11630,Datacap Systems Inc,US,000F78,100 New Britain Blvd,Chalfont  PA  18914
11631,icube Corp.,KR,000F65,"Olympia Center 2F,828-10,Yeoksam-dong,Kangnam-ku",Seoul  South  135-935
11632,Veo,US,000F5E,910 Rincon Circle,San Jose  CA  95131
11633,Gemstar Technology Development Ltd.,HK,000E71,"Unit 201, Stulex house, 698 prince edward road east, san po kong, Kolwoon",Hong Kong    852
11634,Device Drivers Limited,JP,000E6C,1-5-1-103,Fuchu-shi  Tokyo  1830005
11635,TransCore,US,000E65,8600 Jefferson St NE,Albuquerque  NM  87113
11636,activ-net GmbH & Co. KG,DE,000E5F,Konrad-Zuse-Str. 4,Bochum    44801
11637,360SUN Digital Broadband Corporation,TW,000E60,"2F-2, No.2, Jianba Rd.,",Chung Ho  Taipei  235
11638,Optium Corporation,US,000E52,500 Horizon Dr,Chalfont  PA  18914
11639,"Niigata Seimitsu Co.,Ltd.",JP,000E46,"3335-2, Shimonaka, Sanwa-mura",Nakakubiki-gun  Niigata  943-0222
11640,Numesa Inc.,US,000E4D,4444 Westgrove Suite 300,Addison  TX  75001
11641,"Soronti, Inc.",US,000E3F,"12159 Business Park Dr, Suite 140",Draper  Utah  84020
11642,Digital Multitools Inc,CA,000EC5,9005 Leslie Street  Unit 205,Richmond Hill  Ontario  L4B 1G7
11643,"Iiga co.,Ltd",JP,000EB8,3F TKBldg. 3-5-2 Sotokanda,Chiyoda-Ku  Tokyo  101-0021
11644,"Knovative, Inc.",US,000EB7,11245 West Bernardo Court,San Diego  CA  92127
11645,B&B Electronics Manufacturing Co.,US,000EBE,707 Dayton Road,Ottawa  Ilinois  61350
11646,Micro-Research Finland Oy,FI,000EB2,Välitalontie 83 C,Helsinki    FIN-00660
11647,Cray Inc,US,000EAB,901 Fifth Avenue,Seattle  WA  98104
11648,BLIP Systems,DK,000EA5,Haekken 2,Vodskov  Vester Hassing  9310
11649,TEMIC SDS GmbH,DE,000E9F,Soeflinger Strasse 100,Ulm    89077
11650,SAKUMA DESIGN OFFICE,JP,000E0A,674-11,KUKI-SHI  SAITAMA  346-0029
11651,Adaptive Micro Systems Inc.,US,000E12,7840 North 86th St.,Milwaukee  WI  53224
11652,CMA/Microdialysis AB,SE,000E04,Dalvägen  10 / Box 2,Solna    171 18
11653,Space Dynamics Lab,US,000DF7,1695 N. Research Park Way,North Logan  UT  84341
11654,"Hauppauge Computer Works, Inc.",US,000DFE,91 Cabot Court,Hauppauge  New York  11788
11655,IONIX INC.,KR,000DF1,"Ssangyong IT Twin Tower 604, 442-17, Sangdaewon-dong, Jungwon-gu,",Seongnam-si  Gyeonggi-do  462-120
11656,CompXs Limited,GB,000DEB,Robert Denholm House,Redhill  Surrey  RH1 4HW
11657,"DIGINICS, Inc.",KR,000DE4,178-7 Poi-dong,Kangnam-gu  Seoul  135-961
11658,REA Elektronik GmbH,DE,000EF9,Teichwiesenstraße 1,Muehltal  Hessen  64367
11659,Infinico Corporation,JP,000EF2,"4F, F-1 Bldg., 1-2-12,",Tokyo    105-0013
11660,Mcharge,KR,000EE0,"Firstec Bldg,. 15-4 Youido-Dong",seoul  Youido  150-010
11661,PLX Technology,US,000EDF,"870 Maude Ave.,",Sunnyvale  CA  94085
11662,Adimos Systems LTD,IL,000EE6,17 Atirey-Yeda Street,Kfar-Saba    44643
11663,WTSS Inc,US,000ECA,5999 Avenida Encinas,Carlsbad  CA  92008
11664,Osaka Micro Computer.,JP,000ED1,Isonokamicyo 3-11-7,Kishiwada  Osaka  5960001
11665,C-TECH UNITED CORP.,TW,000EDA,"5F, No 665, CHUNG CHEN RD.",HSIN CHUANG CITT  of TAIPEI HSIEN    242
11666,"Cisco Systems, Inc",US,000ED6,80 West Tasman Drive,San Jose  CA  94568
11667,Harms & Wende GmbH & Co.KG,DE,000E37,Grossmoorkehre 9,Hamburg    D-21079
11668,"Cisco Systems, Inc",US,000E38,80 West Tasman Drive,San Jose  CA  94568
11669,Olympus Soft Imaging Solutions GmbH,DE,000E31,Johann-Krane-Weg 39,  Münster  48149
11670,"Hannae Technology Co., Ltd",KR,000E25,"4F, Hyunjin Bldg., #798-30, Yeoksam-Dong",SEOUL    135-080
11671,MyA Technology,US,000E18,2100 Muirwood Way,San Jose  CA  95132
11672,ESA elettronica S.P.A.,IT,000E0E,Mariano Comense  CO  22066,
11673,Tellium Incorporated,US,000C7E,2 Crescent Place,Oceanport  New Jersey  07757
11674,"Cisco Systems, Inc",US,000C86,80 West Tasman Drive,San Jose  CA  94568
11675,Schneider Electric (Australia) ,AU,000C81,80 Schneider Road,Eagle Farm   Qld  4009
11676,"Tempearl Industrial Co., Ltd.",JP,000C72,3-1-42 Ohzu,Hiroshima-shi  Hiroshima  732-0802
11677,Extel Communications P/L,AU,000C79,399 Ferntree Gully Road,Mt Waverley  Victoria  3149
11678,Pronto Networks Inc,US,000C66,4637 Chabot Dr,Pleasanton  CA  94588
11679,Kurz Industrie-Elektronik GmbH,DE,000C6B,Foehrenbachstraße 3,Remshalden  Baden-Württemberg  73630
11680,Edwards Ltd.,GB,000C6D,Marshall Road,Eastbourne  East Sussex  BN22 9BA
11681,Japan Image & Network Inc.,JP,000DDF,5-29-12 Shiba,Minato-ku  Tokyo  108-0014
11682,Simrad Optronics ASA,NO,000DD2,Ensjøveienn 23B,PO Box 6114 Etterstad  NO-0602 Oslo  
11683,Stryker Corporation,US,000DD1,4100 E Milham,Kalamazoo  MI  49001
11684,BBN,TW,000DD8,"7F-3,NO.186, Jian Yi Rd ., Chung Ho City",Taipei    235
11685,NEOSMART Corp.,KR,000DCC,"Yoon-B/D 4F, 475-31, Bangbae 2-dong",Seoul  Seocho-gu  147-819
11686,"TekTone Sound & Signal Mfg., Inc.",US,000DBF,277 Industrial Park Rd.,Franklin  NC  28734
11687,Spagat AS,NO,000DC0,Tonne Hutifeldtpl. 2,Halden  Ostfold  1767
11688,EchoStar Global B.V. ,NL,000DC5,Schuilenburglaan 5a,Almelo  Overijssel  7604BJ
11689,PC Engines GmbH,CH,000DB9,Flughofstrasse 58,8152  Glattbrugg  
11690,Shanghai Wedone Digital Ltd. CO.,CN,000D8C,"893-899 Huashan Road,",Shanghai    200031
11691,T&D Corporation,JP,000D8B,5652-169 Sasaga,Matsumoto  Nagano  399-0033
11692,"Tapwave, Inc.",US,000D85,1901 Landings Drive,Mountain View  CA  94043
11693,Huber + Suhner AG,CH,000D86,Degersheimerstrasse 14,9100  Herisau  
11694,"Axiowave Networks, Inc.",US,000D7E,200 Nickerson Road,Marlborough  MA  01752
11695,Engineering & Security,IT,000D78,Martiri della Libertà   32/4,Genova    16155
11696,FalconStor Software,US,000D77,125 Baylis Rd,Melville  NY  11747
11697,Mita-Teknik A/S,DK,000D6B,Haandvaerkervej 1,Roedkaersbro    DK-8840
11698,"Cisco Systems, Inc",US,000D65,80 West Tasman Drive,San Jose  CA  94568
11699,Minds Inc,CA,000D5F,1919 boul lionel bertrand,Boisbriand  Quebec  J7H 1N8
11700,"Cisco Systems, Inc",US,000D66,80 West Tasman Drive,San Jose  CA  94568
11701,Salland Engineering (Europe) BV,NL,000CB1,Bedrijvenpark Berkum,Zwolle  OV  8024 HA
11702,"Nanjing Huazhuo Electronics Co., Ltd.",CN,000CB7,No.77 Gaohu Road,Nanjing  Jiangsu  211100
11703,Innominate Security Technologies AG,DE,000CBE,Rudower Chaussee 13,12489  Berlin  
11704,BeWAN systems,FR,000CC3,16 rue du Moulin des Bruyères Courbevoie,Courbevoie  Hauts de Seine  92400
11705,"UNION co., ltd.",KR,000CB2,"14Beon-Gil 17, UiChang-Gu,",GyeongSnagNam-Do    641-846
11706,Naman NZ LTd,NZ,000CA5,13/17 Kawana St,Auckland    
11707,"Citizen Watch Co., Ltd.",JP,000CAC,"6-1-12, Tanashi-cho",Nishi-Tokyo-shi  Tokyo  188-8511
11708,"United Electronic Industries, Inc. (EUI)",US,000C94,27 Renmar Ave,Walpole  MA  02081
11709,"HITEL LINK Co.,Ltd",KR,000C99,"Samsung Omni Tower 4th Fl., 395-62",Seoul    156-010
11710,"StorCase Technology, Inc.",US,000CA0,17600 Newhope St.,Fountain Valley  CA  92708
11711,MATRIX VISION GmbH,DE,000C8D,Talstrasse 16,Oppenweiler  Baden-Württemberg  D-71570
11712,WolfVision Gmbh,AT,000C92,VWP,Goetzis  Vorarlberg  A-6840
11713,"DispenseSource, Inc.",US,000D32,29801 Santa Margarita Parkway,Rancho Santa Margarita  CA  92688
11714,"Compellent Technologies, Inc.",US,000D31,7625 Smetana Lane,Eden Prairie  Minnesota  55344
11715,SANDEN CORPORATION,JP,000D25,20 Kotobuki-cho,Isesaki-shi  Gunma  372-8502
11716,AV Digital,AT,000D1F,Pottendorfer Strasse 25-27/4/1/1,Wien    1120
11717,ROBE Show lighting,US,000D19,Hazovice 2090,Roznov pod Radhostem    756 61
11718,"ASAHIKASEI TECHNOSYSTEM CO.,LTD.",JP,000D20,Kanda Jinbocho 1-105,Chiyoda-ku  Tokyo  101-8101
11719,"ITSupported, LLC",US,000D0D,4989 Peachtree Parkway,Norcross  GA  30092
11720,AXELL Corporation,JP,000D12,Akihabara UDX South Wing 10F,Chiyoda-ku  Tokyo  101-8973
11721,"Ammasso, Inc.",US,000DB2,345 Summer Street,Boston  MA  02210
11722,"Dataprobe, Inc.",US,000DAD,1B Pearl Court,Allendale  NJ  07401
11723,"TOKUDEN OHIZUMI SEISAKUSYO Co.,Ltd.",JP,000D9E,Yoshida 1221,Ouragun Ohizumi  Gunma  370-0523
11724,"Fabric7 Systems, Inc",US,000DA5,1300 Crittenden Lane,Mountain View  CA  94043
11725,Orbital Sciences Corp.; Launch Systems Group,US,000D99,3380 S. Price Rd.,"Chandler,  AZ  85248"
11726,Outline Electronics Ltd.,HK,000D4C,7/F Benson Tower,Kwun Tong  Kowloon  
11727,Beijing 5w Communication Corp.,CN,000D53,"NO.4,Zhong-Guan-Cun South 4 street,",Beijing    100080
11728,VTI Instruments Corporation,US,000D3F,"5425 Warner Road, Suite 13",Valley View  OH  44125
11729,Audio BU - Logitech,US,000D44,1499 SE Tech Center Place,Vancouver  WA  98683
11730,NISSIN INC.,JP,000D38,10-7 KAMEI-CHO,TAKARAZUKA  HYOGO  665-0047
11731,SFOM Technology Corp.,TW,000CD1,"No.18, Lane 32, Wufu 1st Rd., Luju shian",Luju Shiang  Tauyuan County  338
11732,PARTNER TECH,TW,000CD6,"10F, NO.233-2,PAO CHIAO ROAD, SHIN TIEN",TAIPEI    231
11733,AOS technologies AG,CH,000CDD,Taefernstrasse 20,Baden - Daettwil  AG  CH-5405
11734,HGST a Western Digital Company,US,000CCA,3403 Yerba Buena Road,San Jose  CA  95135
11735,Tiptel AG,DE,000CC4,Halskestrasse 1,Ratingen  NRW  40880
11736,Seaway Networks Inc.,CA,000D00,1 Chrysalis Way,Ottawa  Ontario  K2G 6P9
11737,Compulogic Limited,GB,000D06,"Unit W3, MK TWO Business Centre",Water Eaton  Milton Keynes  MK2 3HU
11738,Digital Systems Corp,US,000CFA,3 North Main Street,Walkersville  Maryland  21793
11739,MRO-TEK LIMITED,IN,000CFF,"14, 1ST D MAIN ROAD,",BANGALORE  KARNATAKA  560032
11740,Real Digital Media,US,000CED,485 North Keller Road,Maitland  FL  32751
11741,jp-embedded,DK,000CEE,"Buen 21, Nr. Dalby",Borup    4140
11742,CALL IMAGE SA,FR,000CF3,867 Route Imperiale,BAILLARGUES    34670
11743,MediaTek Inc.,TW,000CE7,"1F, No. 13, Innovation Road 1,",Hsinchu    300
11744,Option International N.V.,BE,000CE3,Kolonel Begaultlaan 45,Leuven  Brabant  3012
11745,"DAIICHI ELECTRONICS CO., LTD.",JP,000B01,1-11-13,Hitotsuya  Adachi-ku Tokyo  121-8639
11746,"SHIN-OH ELECTRONICS CO., LTD. R&D",KR,000AF0,"#729-5, Bonoh-Dong, Ansan-City, Kyunggi-",Ansan-City  Kyunggi-Do  425-180
11747,"Airgo Networks, Inc.",US,000AF5,900 Arastradero Rd,Palo Alto  CA  94304
11748,"Koatsu Gas Kogyo Co., Ltd.",JP,000AEC,"1-5, Doyama-cho, Kita-ku, Osaka",Osaka    530-8411
11749,ScottCare Corporation,US,000AE5,4791 West 150th Street,Cleveland  Ohio  44135
11750,ELIOP S.A.,ES,000AE7,"Avenida de Manoteras, 30",Madrid    E-28050
11751,Fujitsu Softek,US,000AE0,1250 East Arques Ave,Sunnyvale  Ca  94085
11752,"ZPSYS CO.,LTD. (Planning&Management)",KR,000AC8,106 Ace Techno Tower1,Seoul    152-050
11753,Sunrich Technology Limited,HK,000ACD,"Unit 1301, Eastern Centre, 1065 King's R",Quarry Bay    
11754,CoreBell Systems Inc.,KR,000AD4,HTVC 2317 KAIST,Yuseong-Gu  Daejeon  305-701
11755,Audio Engineering Society Inc.,US,000B5E,"60 East 42nd Street, Suite #2520",New York  NY  10165-2520
11756,Kaleidescape,US,000B63,"One First Street, Suite Sixteen",Los Altos  CA  94022
11757,ADInstruments,NZ,000B55,P. O. Box 587,Dunedin  Otago  9001
11758,HyperEdge,US,000B5A,333 Pierce Road Suite #200,Itasca  IL  60143
11759,JOYMAX ELECTRONICS CO. LTD.,TW,000B52,"No.5 Dong-Yuan Road 2, Jhong-Li Industrial Park,",Tao-Yuan    32063
11760,Emuzed,US,000B4D,46750 Lakeview Boulevard,Fremont  California  94538
11761,Ing. Büro Dr. Beutlhauser,DE,000B41,Roemerweg 4,  Grassau  D-83224
11762,"Cisco Systems, Inc",US,000B46,80 West Tasman Drive,San Jose  CA  94568
11763,Vivato Technologies,US,000B33,444 Cedros Ave,Solana Beach  CA  92027
11764,QuStream Corporation,US,000B3A,3305 Breckinridge Blvd.,Duluth  Georgia  30096
11765,Anthology Solutions Inc.,US,000B3F,1722 Ringwood Ave.,San Jose  CA  95131
11766,eBet Gaming Systems Pty Ltd,AU,000B95,"Suite D, 255 Rawson Street",Auburn  NSW  2144
11767,"AKITA ELECTRONICS SYSTEMS CO.,LTD.",JP,000B8F,"85,AZA USHIRONO,AIKAWA,YUWA-MACHI",KAWABE-GUN  AKITA-KEN  010-1231
11768,"Top Global Technology, Ltd.",CN,000B89,"Room 3310, China World Tower No. 1",Beijing  Beijing  100004
11769,Ascent Corporation,JP,000B8E,"2-16-19, Kawaraya-machi, Chuo-Ku,",Osaka-City  Osaka-Pref  542-0066
11770,ADVA Optical Networking Ltd.,GB,000B90,ADVAntage House,York    YO30 4RY
11771,SOLOMON EXTREME INTERNATIONAL LTD.,TW,000B7D,"3F, No.20, Lane 165, Duenhua N. Rd., Sun",Taipei    
11772,"Grandstream Networks, Inc.",US,000B82,1297 Beacon Street,Brookline  MA  02446
11773,Media Streaming Networks Inc,KR,000B6F,"1905 Anam Tower, 702-10, Yeoksam dong, K",Seoul    135-080
11774,ET&T Technology Co. Ltd.,TW,000B76,"6F No.101, SongJiang Rd.",Taipei    104
11775,Futuretel,US,000AC1,"21580 Stevens Creek Blvd, Suite 208",Cupertino  CA  95014
11776,Overture Networks.,US,000AC6,637 Davis Drive,Morrisville  NC  27560
11777,Rosemount Process Analytical,US,000AAE,6573A Cochran Rd.,Solon  Ohio  44139-3922
11778,Fa. GIRA,DE,000AB3,Dahlienstraße,Radevormwald  Nordrhein-Westfalen  42477
11779,Digital Electronic Network,FR,000AB5,8 rue du sacré  coeur,Saint Laurent sur Sevre  Vendee  85290
11780,Arcon Technology Limited,CN,000ABA,"Rm. 3711-12, 37/F., Cable TV Tower ,",Hong Kong    
11781,SYSTEK INC.,KR,000AA2,"JCOM BUILDING 402, OJEON-DONG 124-4,",UIWANG-SI  GYUNGGI-DO  437-070
11782,FEI Electron Optics,NL,000AA7,Achtseweg Noord 5,Eindhoven    5651GG
11783,Aska International Inc.,JP,000A8F,306 Riverseven,Kochi    780-8088
11784,"ShangHai cellink CO., LTD",US,000A94,"C3 MeiLong ZhongXin Industrial Park,No.1",ShangHai    200237
11785,"Winbest Technology CO,LT",TW,000C4E,"7F-5No.736 Chung ChengRd.,ChungHo",Taipei    235
11786,IBSmm Embedded Electronics Consulting,DE,000C5A,Teufelsgrabenweg 1,Valley  Bavaria  D-83626
11787,"Avtec, Inc.",US,000C5F,4335 Augusta Hwy,Gilbert  SC  29054
11788,SK Teletech(R&D Planning Team),KR,000C47,"21th FL Startower 737, Yeoksam-dong",Seoul    135-984
11789,Arcor AG&Co.,DE,000C4C,Alfred-Herrhausen-Allee 1,Eschborn  Hessen  65760
11790,Crest Audio,US,000C3E,16-00 Pollitt Drive,Fair Lawn  NJ  07410
11791,"Geomation, Inc.",US,000C37,25188 Genesee Trail Road,Golden  CO  80401
11792,"FullWave Technology Co., Ltd.",TW,000C2D,"7F-6, No.26, TaiYuan St.,",JuBei  Hsin Chu  302
11793,Quest Technical Solutions Inc.,US,000C1A,4110 Mourning Dove Crt.,Melbourne  FL  32934
11794,Global Cache,US,000C1E,160 East California Street,Jacksonville  OR  97530
11795,"Beijing Lanchuan Tech. Co., Ltd.",CN,000C23,"Rm220,No.30 Shangyuancun,Gaoliangqiaolu,",Beijing    100044
11796,"XtremeSpectrum, Inc.",US,000C0E,8133 Leesburg Pike,Vienna  VA  22182
11797,"CyberPower Systems, Inc.",TW,000C15,"6F, No. 32, Sec. 1, Chenggong Rd.",Taipei    115
11798,"Hitachi IE Systems Co., Ltd",JP,000C09,"Saiwai-cho 120-1,Inazawa-shi",Inazawa-shi  Aichi  492-8622
11799,cd3o,US,000BD3,402 W Broadway,San Deigo  CA  92101
11800,ICET S.p.A.,IT,000BC7,"Via Quarto Negroni, 63",Cecchina di Ariccia  Roma  00040
11801,Free2move AB,SE,000BCE,Sperlingsgatan 7,Halmstad  Halland  30248
11802,Corinex Communication Corp.,US,000BC2,#308 1168 Hamilton Street,Vancouver  B.C.  V6B 2S2
11803,"Etin Systems Co., Ltd",KR,000BBB,"12F, IT Venture Tower,",Seoul    138-803
11804,"China IWNComm Co., Ltd.",CN,000BC0,"4F.C Xietong Building,No.12 Gaoxin 2nd r",Xi'an  shaanxi  710075
11805,"WOOJU COMMUNICATIONS Co,.Ltd",KR,000BAF,"B-713, SK Twin Tech Tower, 345-9, Ga-San",Seoul    153-802
11806,"RDC Semiconductor Inc.,",TW,000BB4,"6F-1 , No.2-1, Lihsin Rd, Science-Based",Hsin Chu    300
11807,"Quasar Cipta Mandiri, PT",ID,000BA5,Jl. Palasari 9A,Bandung  West Java  40262
11808,"Aiphone co.,Ltd",JP,000BAA,2-18 Jinno-Cho,Nagoya  Aichi-ken  456-8666
11809,Yasing Technology Corp.,TW,000B9E,"No. 50, Ta Hsueh Road, HsinChu, Taiwan",HsinChu    300
11810,Scion Corporation,US,000B27,82 Worman's Mill Court,Frederick  MD  21701
11811,"Systronix, Inc.",US,000B1B,939 Edison St.,Salt Lake City  Utah  84111
11812,Hirata corporation,JP,000B20,"111 Hitotsugi, Ueki, Kamoto,",  Kumamoto  861-0198
11813,Environmental Systems and Services,AU,000B22,20 Council Street,Hawthorn East  Victoria  3123
11814,ViewSonic Corporation,US,000B14,381 Brea Canyon Road,Walnut  California  91789
11815,"Air2U, Inc.",TW,000B0D,"No. 5-1 Innovation Rd 1, Science-based P",Hsin-Chu  Taiwan  300
11816,Bosch Rexroth,NL,000B0F,Luchthavenweg 20,Eindhoven  Noord Brabant  NL5657 EB
11817,Pillar Data Systems,US,000B08,1371 McCarthy Blvd.,Milpitas  CA  95035
11818,"Core Tec Communications, LLC",US,000AFC,49 Leavenworth Street,Waterbury  CT  06702
11819,"Nitgen Co., Ltd",KR,000BF6,"4th FL. 1337-31 Seocho-dong, Seocho-ku",Seoul    137-860
11820,D-NET International Corporation,US,000BFB,"15, Wu-Chuan 5th Road, Wu-Ku Industrial",Taipei  Hsieh    248
11821,ABB Oy,FI,000C02,P.O.Box 89,Turku    FIN-20521
11822,Zultys Technologies,US,000BEA,785 Lucern Drive,Sunnyvale  CA  94085
11823,Code Corporation,US,000BEF,"11814 S. Election Rd., Ste 200",Draper  Utah  84020
11824,"Key Stream Co., Ltd.",JP,000BE3,"No. 2 Nagaoka Bldg. 4F,  2-8-5 Hatchobor",Chuo-ku  Tokyo  104-0032
11825,AOIP,FR,000BE8,6 rue Maryse BASTIE,COURCOURONNES  Idf  91080
11826,Actel Corporation,US,000BE9,200 Valley Road,Mt. Arlington  NJ  07856
11827,DORMA Time + Access GmbH,DE,000BD7,Mainzer Straße 36-52,Bonn  Nordrheinwestfalen  53179
11828,AKCP,TH,000BDC,67/285  Muangake Village #8,Amphur Muang  Patomthanee  12000
11829,Cronyx Engineering,RU,000994,Marshala Sokolovskogo str. 4,Moscow    123063
11830,CP GEORGES RENAULT,FR,000999,38 Rue Bobby Sands,44800  Saint Herblain  
11831,"NISHI NIPPON ELECTRIC WIRE & CABLE CO.,LTD.",JP,000987,Kasugaura,Oita-City  OITA  870-8632
11832,"Nudian Electron Co., Ltd.",KR,000988,"797-28 Bangbae-Dong, Seocho-Gu",Seoul    137-060
11833,Velocity Semiconductor,GB,00098D,Suite 32 Wey House,Weybridge  Surrey  KT13 8NA
11834,Newport Networks,GB,000981,Enterprise House,Chepstow  Monmouthshire  NP16 5PB
11835,fSONA Communications Corporation,CA,000975,#140-11120 Horseshoe Way,Richmond  BC  V7A 5H7
11836,Louis Design Labs.,TW,00097A,"2F,NO 4, Lane 497, Chung-Cheng Rd.,Hsin-",Hsin-Tien  Taipei Hsien  231
11837,"TECHNOVENTURE, INC.",US,000968,P. O. Box 5641,Pasadena  Texas  77508-5641
11838,Sonitor Technologies AS,NO,000962,Forskningsveien 1B,Oslo  Blindern  N-0134
11839,TB Group Inc,JP,000A9B," 4F NREG Hongo 3-chome Bldg., 3-26-6, Hngo, Bunkyo-ku, ",Tokyo    113-003
11840,Aiptek International Inc,TW,000A9A,No 5-1 Innovation Rd 1,Hsin-Chu    300
11841,Telkonet Inc.,US,000A80,20374 Seneca Meadows Pkwy,Germantown  MD  21401
11842,"TATSUTA SYSTEM ELECTRONICS CO.,LTD.",JP,000A82,IWATATYOU2-3-1,HIGASHIOOSAKA-SHI  OOSAKA-FU  578-8585
11843,Integrated Micromachines Inc.,US,000A87,1400 S. Shamrock Ave.,Monrovia  CA  91016
11844,Cornelius Consult,DE,000A7B,Am Siepen 17,Bochum  NRW  44803
11845,EKS Elektronikservice GmbH,DE,000A6D,Enzstr. 9,Kornwestheim  Baden-Württemberg  70806
11846,ZyFLEX Technologies Inc,TW,000A6F,2Fl. No. 58 Park Ave. II,"S.B.I.P., Hsinchu    30077"
11847,Manticom Networks Inc.,US,000A74,14016-C Sullyfield Circle,Chantilly  VA  20151
11848,Cellinx Systems Inc.,KR,000A61,408 Woosung Character199 officetel,Seoul    135-856
11849,NETAS,TR,0009C3,Alemdag Cad. No 171,ISTANBUL    81244
11850,Action Imaging Solutions,GB,0009B9,"Kings Hall, St Ives Business Park",Huntingdon  Cambridgeshire  PE27 4WY
