,Unnamed: 0,companyName,country,prefix,streetAddress1,streetAddress2
17482,17482,Alcatel Canada Inc.,CA,00:80:21,349 Terry Fox Drive,Kanata  Ontario  K2K 2V6
17483,17483,COMMISSARIAT A L`ENERGIE ATOM.,FR,00:00:55,"31, RUE DE LA FEDERATION",    
17484,17484,MEGAHERTZ CORPORATION,US,00:00:86,605 NORTH--5600 WEST,SALT LAKE CITY  UT  84116-3738
17485,17485,COGENT DATA TECHNOLOGIES,US,00:00:92,640 MULLIS STREET,FRIDAY HARBOR  WA  98250
17486,17486,YAMATECH SCIENTIFIC LTD.,CA,00:80:68,"1255 LAIRD, SUITE 260",    
17487,17487,RAYCOM SYSTEMS INC,US,00:80:f2,16525 SHERMAN WAY #C-8,VAN NUYS  CA  91406
17488,17488,ADVA Optical Networking Ltd.,GB,00:80:ea,ADVAntage House,York    YO30 4RY
17489,17489,"SOFT * RITE, INC.",US,00:00:67,"15392 ASSEMBLY LANE, UNIT A",HUNTINGTON BEACH  CA  92649
17490,17490,ACCTON TECHNOLOGY CORP.,US,00:00:e8,46750 FREMONT BLVD. #104,FREMONT  CA  94538
17491,17491,"TELEVIDEO SYSTEMS, INC.",US,00:00:b2,550 E. BROKAW ROAD,SAN JOSE  CA  95161-9048
17492,17492,"NETWORK DESIGNERS, LTD.",GB,00:00:ee,"UNIT 1A, HORNBEAM PARK",UNITED KINGDOM  HG2  8QT
17493,17493,CAYMAN SYSTEMS INC.,US,00:00:89,26 LANSDOWNE STREET,CAMBRIDGE  MA  02139
17494,17494,SUREMAN COMP. & COMMUN. CORP.,TW,00:00:21,"10F-5 NO. 7,  SEC. 3","TAIPEI  TAIWAN,  R.O.C."
17495,17495,HAYES MICROCOMPUTER PRODUCTS,CA,00:00:cf,(CANADA) LTD.,    
17496,17496,ACORN COMPUTERS LIMITED,GB,00:00:a4,"FULBOURN ROAD, CHERRY HINTON",    ENGLAND
17497,17497,WEBSTER COMPUTER CORPORATION,US,00:00:18,16040 REDWOOD LODGE ROAD,LOS GATOS  CA  95033-9260
17498,17498,"EMS Aviation, Inc.",US,00:80:33,121 WHITTENDALE DRIVE,MOORESTOWN  NJ  08057
17499,17499,TECHNICALLY ELITE CONCEPTS,US,00:80:52,2615 PACIFIC COAST HIGHWAY,HERMOSA BEACH  CA  90250
17500,17500,"DAIKIN INDUSTRIES, LTD.",JP,00:80:4f,ELECTRONICS DIVISION,  JAPAN  525
17501,17501,CENTURY SYSTEMS CORP.,JP,00:80:6d,2-8-12 MINAMI-CHO,  185  
17502,17502,XYLOGICS INC,US,00:80:2d,53 THIRD AVENUE,BURLINGTON  MA  01803
17503,17503,COMPEX INCORPORATED,US,00:80:48,4055 EAST LA PALMA,ANAHEIM  CA  92807
17504,17504,H-THREE SYSTEMS CORPORATION,US,00:80:85,"100 PARK DRIVE, SUITE 204",  NC  27709
17505,17505,ESPRIT SYSTEMS,TW,00:80:14,"14F, NO. 1, SEC. 4",TAIWAN  TAIWAN  R.O.C.
17506,17506,SOPHIA SYSTEMS,US,00:80:b4,3337 KIFER ROAD,SANTA CLARA  CA  95051
17507,17507,DY-4 INCORPORATED,CA,00:80:7f,"333 PALLADIUM DRIVE, MS 312",    
17508,17508,IN2 GROUPE INTERTECHNIQUE,FR,00:00:e4,IN2 - B.P.63,    
17509,17509,NETWORTH INCORPORATED,US,00:00:79,8404 ESTERS BOULEVARD,IRVING  TX  75063
17510,17510,Nortel Networks,CA,00:00:75,Global Operations Engineering,Brampton  ON  l6T 5P6 Cana
17511,17511,"TACHIBANA TECTRON CO., LTD.",JP,00:40:09,SYSTEMATIC EQUIPMENT DIVISION,    
17512,17512,CONCURRENT TECHNOLOGIES  LTD.,GB,00:40:9e,654 THE CRESCENT,  UNITED  KINGDOM
17513,17513,"Silex Technology, Inc.",JP,00:80:92,"2-3-1 Hikaridai,",Kyoto    619-0237
17514,17514,DIGITAL SYSTEMS INT'L. INC.,US,00:80:11,7659 178TH PL. NE,REDMOND  WA  98073-0908
17515,17515,SYSTECH COMPUTER CORP.,US,00:80:44,6465 NANCY RIDGE DRIVE,SAN DIEGO  CA  92121
17516,17516,SUMMIT MICROSYSTEMS CORP.,US,00:80:8a,710 LAKEWAY-STE.#150,SUNNYVALE  CA  940867
17517,17517,CORAL NETWORK CORPORATION,US,00:80:e3,(NOW BAY NETWORKS),SANTA CLARA  CA  95052-8185
17518,17518,MICROPLEX SYSTEMS LTD.,CA,00:80:72,301-2071 Kingsway,Port Coquitlam  BC  V3C6N2
17519,17519,FRONTIER TECHNOLOGIES CORP.,US,00:80:54,10201 NO. PT. WASHINGTON ROAD,MEQUON  WI  53092
17520,17520,HUGHES NETWORK SYSTEMS,US,00:80:ae,11717 EXPLORATION LANE,GERMANTOWN  MD  20876
17521,17521,"ALLUMER CO., LTD.",JP,00:80:af,"2-8-8 CHUO-CHO, MEGURO-KU",    
17522,17522,"SUPERCOMPUTING SOLUTIONS, INC.",US,00:80:ec,6175 NANCY RIDGE BLVD.,SAN DIEGO  CA  92121
17523,17523,LIBERTY ELECTRONICS,US,00:80:a4,332 HARBOR WAY,SOUTH SAN FRANCISCO  CA  94080
17524,17524,DWB ASSOCIATES,US,00:80:73,9360 SW GEMINI DRIVE,BEAVERTON  OR  97005-7151
17525,17525,INTEGRATED MARKETING CO,US,00:80:2b,1360 BORDEAUX DRIVE,SUNNYVALE  CA  94089
17526,17526,ARIES RESEARCH,US,00:80:be,46791 FREMOND BLVD.,FREMONT  CA  94538
17527,17527,"ADAPTIVE SYSTEMS, INC.",US,00:80:27,1400 N.W. COMPTON DRIVE,BEAVERTON  OR  97006
17528,17528,"T.D.I. CO., LTD.",JP,00:80:e2,DEVELOPMENT DIV.  #3 FUJI BLDG,    
17529,17529,OPTIMEM,US,00:40:ee,297 N. BERNARDO AVENUE,MOUNTAIN VIEW  CA  94043-5205
17530,17530,NORTH HILLS ISRAEL,IL,00:40:5e,P.O. BOX 1280,    
17531,17531,Applied Innovation Inc.,US,00:40:72,5800 Innovation Drive,Dublin  OH  43016-3271
17532,17532,"KOKUSAI ELECTRIC CO., LTD",JP,00:40:31,2-1 YASUUCHI,TOYAMA  939-23  
17533,17533,"GENERAL MICRO SYSTEMS, INC.",US,00:40:0c,P.O. BOX 3689,RANCHO CUCAMONGA  CA  91729
17534,17534,C.A.E.N.,FR,00:40:e6,"2, CHEMIN LATERAL",    
17535,17535,IBR COMPUTER TECHNIK GMBH,DE,00:40:fc,FRANKFURTER STR. 114,  WEST  
17536,17536,Zero One Technology Co. Ltd.,TW,00:40:01,"10 Fl., No. 8, Lane 360, Sec 1, ","Neihu Dist.,  Taipei City  114"
17537,17537,PERLE SYSTEMS LIMITED,CA,00:40:02,60 RENFREW DRIVE,CANADA  L3R  0E1
17538,17538,GRAPHON CORPORATION,VE,00:80:db,1506 DELL AVE - #,CAMPBELL  CA  95008-6911
17539,17539,SOFTCOM A/S,DK,00:80:b1,STUDIESTRAEDE 21,    
17540,17540,NETWORK PERIPHERALS INC.,US,00:80:d8,2890 ZONKER ROAD SUITE 209,SAN JOSE  CA  95134
17541,17541,DUKANE NETWORK INTEGRATION,US,00:80:ab,2900 DUKANE DRIVE,ST. CHARLES  IL  60174
17542,17542,JUSTSYSTEM CORPORATION,JP,00:80:9b,3-46 OKINOHAMAHIGASHI,    
17543,17543,TECNETICS (PTY) LTD.,ZA,00:80:89,P.O. BOX/POSBUS 56412,  SOUTH  AFRICA
17544,17544,TOSHIBA CORPORATION,JP,00:00:39,COMPUTER DIVISION,TOKYO  105  
17545,17545,COMPU-SHACK ELECTRONIC GMBH,DE,00:00:cb,"RINGSTR. 56 - 58, 5450 NEUWIED",  WEST  
17546,17546,ADAPTEC INCORPORATED,US,00:00:d1,M/S 180,MILPITAS  CA  95035
17547,17547,MICRO-MATIC RESEARCH,BE,00:00:b6,AMBACHTENLAAN  21 B5,    
17548,17548,"TALARIS SYSTEMS, INC.",US,00:00:66,11339 SORRENTO VALLEY ROAD,SAN DIEGO  CA  92121
17549,17549,NETRONIX,US,00:00:14,1372 MCDOWELL BLVD.,PETULAMA  CA  94952
17550,17550,MINIWARE TECHNOLOGY,NL,00:00:72,BEEMDENSTRAAT 38,  THE  
17551,17551,LOGIC MODELING CORPORATION,US,00:00:ab,1520 MCCANDLESS DRIVE,MILPITAS  CA  95035
17552,17552,IMC NETWORKS CORP.,US,00:00:29,16931 MILLIKEN AVE.,IRVINE  CA  92714-5013
17553,17553,"MICRONICS COMPUTER, INC.",US,00:80:cd,45365 NORTHPORT LOOP WEST,FREMONT  CA  94538
17554,17554,AMDAHL,US,00:80:83,1250 EAST ARQUES AVENUE,SUNNYVALE  CA  94088-3470
17555,17555,HYTEC ELECTRONICS LTD.,GB,00:80:03,5 CRADOCK ROAD,    ENGLAND
17556,17556,KODIAK TECHNOLOGY,US,00:80:1b,2340 HARRIS WAY,SAN JOSE  CA  95131
17557,17557,MICROWAVE BYPASS SYSTEMS,US,00:80:cc,25 BRAINTREE HILL OFFICE PARK,BRAINTREE  MA  02184
17558,17558,THE DROID WORKS,US,08:00:79,P.O. BOX CS 8180,SAN RAFAEL  CA  94912
17559,17559,TSL COMMUNICATIONS LTD.,GB,08:00:77,THE LANDSBURY ESTATE,    ENGLAND
17560,17560,MATRA (DSIE),FR,08:00:71,PARC D'AFFAIRES - B.P. 262,    
17561,17561,SABER TECHNOLOGY CORP.,US,08:00:5f,2381 BERING DRIVE,SAN JOSE  CA  95131-1125
17562,17562,FOUR PHASE SYSTEMS,US,08:00:5c,2001 LOGIC DRIVE,SAN JOSE  CA  95124-3452
17563,17563,VTA TECHNOLOGIES INC.,US,08:00:5b,2040 SHERMAN STREET,HOLLYWOOD  FL  33020
17564,17564,SYSTEMS CONCEPTS,US,08:00:58,520 THIRD STREET,SAN FRANCISCO  CA  94107
17565,17565,DAISY SYSTEMS CORP.,US,08:00:50,139 KIFER COURT,SUNNYVALE  CA  94086
17566,17566,INSYSTEC,US,08:00:52,450 LAKEMONT AVENUE,WINTER PARK  FL  32792
17567,17567,SEQUENT COMPUTER SYSTEMS INC.,US,08:00:47,15450 S.W. KOLL PARKWAY   .,BEAVERTON  OR  97006
17568,17568,CONCURRENT COMPUTER CORP.,US,08:00:45,2 CRESCENT PLACE,OCEANPORT  NJ  07757
17569,17569,DAVID SYSTEMS INC.,US,08:00:44,615 TASMAN DRIVE,SUNNYVALE  CA  94088
17570,17570,RACAL-MILGO INFORMATION SYS..,US,08:00:41,400 EMBASSY ROW,ATLANTA  GA  30328
17571,17571,BULL S.A.S.,FR,08:00:38,rue Jean Jaures B.P.68,Les Clayes sous Bois    78430
17572,17572,SCHLUMBERGER WELL SERVICES,US,08:00:3c,AUSTIN ENGINEERING SERVICES,AUSTIN  TX  78720-0015
17573,17573,FILENET CORPORATION,US,08:00:34,1575 CORPORATE DRIVE,COSTA MESA  CA  92626
17574,17574,BRITTON LEE INC.,US,08:00:2c,14600 WINCHESTER BLVD,LOS GATOS  CA  95030
17575,17575,MCDONNELL DOUGLAS COMPUTER SYS,GB,00:00:b9,DIV MCDONNELL DOUGLAS INF SYS,    ENGLAND
17576,17576,CHROMATICS INC,US,00:00:2d,2558 MOUNTAIN INDUSTRIAL BLVD,TUCKER  GA  30084
17577,17577,ADC CODENOLL TECHNOLOGY CORP.,US,00:00:4a,200 CORPORATE BLVD. SO.,YONKERS  NY  10701
17578,17578,WESTERN DIGITAL CORPORATION,US,00:00:c0,8105 IRVINE CENTER DRIVE,IRVINE  CA  92718
17579,17579,"APPLICON, INC.",US,00:00:40,4251 PLYMOUTH RD 48015,ANN ARBOR  MI  48106-0986
17580,17580,CS TELECOM,FR,00:00:5d,4-16 AVENUE DU GENERAL LECLERC,    
17581,17581,Tandem Computers,US,08:00:8e,14231 Tendem Blvd.,Austin  TX  78728 - 6610
17582,17582,"KONICA MINOLTA HOLDINGS, INC.",JP,08:00:86,"1-6-1, Marunouchi,",Tokyo    100-0005
17583,17583,Seiko Instruments Inc.,JP,08:00:83,"8, Nakase 1-chome Mihama-ku",Chiba-shi  Chiba  261-8507
17584,17584,AES DATA INC.,CA,08:00:80,1900 MINNESOTA COURT,CANADA  L5N  L5N 3C9
17585,17585,ROYAL MELBOURNE INST OF TECH,AU,08:00:30,GPO BOX 2476V,MELBOURNE  VIC  3001
17586,17586,Sitasys AG,CH,08:00:64,Freiburgstrasse 251,    
17587,17587,UNGERMANN-BASS INC.,US,00:dd:09,3900 FREEDOM CIRCLE,SANTA CLARA  CA  95054
17588,17588,"PerfTech, Inc.",US,08:00:8a,613 NW Loop 410,SAN ANTONIO  TX  78216
17589,17589,UNGERMANN-BASS INC.,US,00:dd:04,3900 FREEDOM CIRCLE,SANTA CLARA  CA  95054
17590,17590,AGFA CORPORATION,US,08:00:66,200 BALLARDVALE STREET,WILMINGTON  MA  01887
17591,17591,TIARA/ 10NET,US,08:00:1a,7777 WASHINGTON VILLAGE DRIVE,DAYTON  OHIO  45459-3957
17592,17592,SONOMA SYSTEMS,US,08:00:90,"4640 ADMIRALTY WAY,  STE. #600",MARINA DEL REY  CA  90292-6695
17593,17593,UNISYS CORPORATION,US,08:00:0b,TOWNSHIP LINE ROAD,BLUE BELL  PA  19424
17594,17594,NATIONAL SEMICONDUCTOR,US,08:00:17,2900 SEMICONDUCTOR DRIVE,SANTA CLARA  CA  95051
17595,17595,"ICANN, IANA Department",US,00:00:5e,INTERNET ASS'NED NOS.AUTHORITY,Los Angeles  CA  90094-2536
17596,17596,"Canberra Industries, Inc.",US,00:00:af,800 Research Parkway,Meriden  CT  06450
17597,17597,MICROPROCESS,FR,00:00:ec,"97 BIS, RUE DE COLOMBES",    
17598,17598,MARLI S.A.,CH,00:00:9e,CHEMIN TAVERNEY 3,    
17599,17599,METIER MANAGEMENT SYSTEMS LTD.,GB,00:00:42,3 FOUNDATION STREET,    ENGLAND
17600,17600,Cryptek Inc.,US,00:00:8d,1501 Moran Road,Sterling  VA  20166
17601,17601,Network General Corporation,US,00:00:65,178 E Tsaman Dr,San Jose  CA  95134
17602,17602,DCI CORPORATION,US,00:00:4d,64J PRINCETON-HIGHTSTOWN RD,PRINCETON JUNCTION  NJ  08550
17603,17603,10NET COMMUNICATIONS/DCA,US,08:00:24,7777 WASHINGTON VILLAGE DR.,DAYTON  OH  45459-3957
17604,17604,APOLLO COMPUTER INC.,US,08:00:1e,15 ELIZABETH DRIVE,CHELMSFORD  MA  01824
17605,17605,EMC Corporation,US,08:00:1b,176 South Street,Hopkinton  MA  01748
17606,17606,UNGERMANN-BASS INC.,US,00:dd:0d,3900 FREEDOM CIRCLE,SANTA CLARA  CA  95054
17607,17607,DIGITAL EQUIPMENT CORPORATION,US,aa:00:02,LKG 1-2/A19,LITTLETON  MA  01460-1289
17608,17608,SYMBOLICS INC.,US,08:00:05,257 VASSAR STREET,CAMBRIDGE  MA  02139
17609,17609,XEROX CORPORATION,US,00:00:00,M/S 105-50C,WEBSTER  NY  14580
17610,17610,LOCAMATION B.V.,NL,00:40:d6,POSTBOX 360,    HOLLAND
17611,17611,DIGITAL EQUIPMENT CORPORATION,US,aa:00:03,LKG 1-2/A19,LITTLETON  MA  01460-1289
17612,17612,BOLT BERANEK AND NEWMAN INC.,US,08:00:08,70 FAWCETT STREET,CAMBRIDGE  MA  02138
17613,17613,NCR CORPORATION,US,08:00:0e,WORLD HEADQUARTERS,DAYTON  OH  45479
17614,17614,Madge Ltd.,GB,00:00:6f,Madge House,Maindenhead  Berkshire  SL6 2HP
17615,17615,SysKonnect GmbH,DE,00:00:5a,SIEMENSSTRAßE 23,    
17616,17616,ABB INDUSTRIAL SYSTEMS AB,SE,00:00:23,DEPT. SEISY/LKSB,    
17617,17617,FORD AEROSPACE & COMM. CORP.,US,00:00:45,COLORADO SPRINGS OPERATION,COLORADO SPRINGS  CO  80908
17618,17618,Rockwell Automation,US,00:00:bc,1 Allen-Bradley Dr.,Mayfield Heights  OH  44124-6118
17619,17619,HARRIS CORP COMPUTER SYS DIV,US,00:00:c3,M/S 75,MELBOURNE  FL  32919
17620,17620,XEROX CORPORATION,US,00:00:04,M/S 105-50C,WEBSTER  NY  14580
17621,17621,XEROX CORPORATION,US,00:00:09,M/S 105-50C,WEBSTER  NY  14580
17622,17622,UNISYS,US,00:00:3d,MS8-010,SAN JOSE  CA  95150-6685
17623,17623,2Wire Inc,US,f8:2c:18,1764 Automation Parkway,San Jose  CA  95131
17624,17624,Belkin International Inc.,US,00:17:3f,501 West Walnut Street,Compton  CA  90220-5221
17625,17625,Flexoptix GmbH,DE,38:86:02,Waldstr.92,Dietzenbach    63128
17626,17626,Sagemcom Broadband SAS,FR,f4:eb:38,15 Avenue Ambroise  Croizat,DOMERAT  Allier  03410
17627,17627,Sagemcom Broadband SAS,FR,00:1e:74,Le Ponnant de Paris,CEDEX  Paris  75512
17628,17628,Sagemcom Broadband SAS,FR,00:60:4c,27 RUE LEBLANC,CEDEX 15  PARIS  75512
17629,17629,Sagemcom Broadband SAS,FR,00:26:91,Le Ponnant de Paris,CEDEX  Paris  75512
17630,17630,Sagemcom Broadband SAS,FR,c0:d0:44,"250, Route de l'Empereur",RUEIL-MALMAISON    92500
17631,17631,Sagemcom Broadband SAS,FR,6c:2e:85,250 route de l'Empereur,Rueil Malmaison Cedex  Hauts de Seine  92848
17632,17632,Sagemcom Broadband SAS,FR,cc:33:bb,250 ROUTE DE L'EMPEREUR,RUEIL MALMAISON CEDEX  Choisissez l'état / la province  92848
17633,17633,Sagemcom Broadband SAS,FR,68:15:90,250 ROUTE DE L'EMPEREUR,RUEIL MALMAISON CEDEX  Choisissez l'état / la province  92848
17634,17634,Sagemcom Broadband SAS,FR,54:64:d9,250 route de l'Empereur,RUEIL MALMAISON CEDEX  Hauts de Seine  92848
17635,17635,"COMPAL ELECTRONICS, INC.",TW,00:02:3f,"581, Juikuang Rd.,",    
17636,17636,2Wire Inc,US,38:3b:c8,1764 Automation Parkway,San Jose  Ca  95131
17637,17637,2Wire Inc,US,dc:7f:a4,1764 Automation Parkway,San Jose  Ca  95131
17638,17638,2Wire Inc,US,00:12:88,1704 Automation Parkway,San Jose  CA  94538
17639,17639,2Wire Inc,US,00:1e:c7,1704 Automation Prkwy,San Jose  Ca  95131
17640,17640,2Wire Inc,US,28:16:2e,1764 Automation Parkway,San Jose  Ca  95131
17641,17641,2Wire Inc,US,3c:ea:4f,1764 Automation Parkway,San Jose  Ca  95131
17642,17642,Dell Inc.,US,84:8f:69,One Dell Way,Round Rock  TX  78682
17643,17643,Dell Inc.,US,90:b1:1c,One Dell Way,Round Rock  TX  78682
17644,17644,Dell Inc.,US,f8:ca:b8,One Dell Way,Round Rock  TX  78682
17645,17645,Dell Inc.,US,24:b6:fd,One Dell Way,Round Rock  TX  78682
17646,17646,Dell Inc.,US,00:0d:56,One Dell Way,Round Rock  TX  78682
17647,17647,Dell Inc.,US,00:12:3f,One Dell Way,Round Rock  TX  78682
17648,17648,Dell Inc.,US,00:13:72,One Dell Way,Round Rock  TX  78682
17649,17649,Dell Inc.,US,74:86:7a,One Dell Way,Round Rock  TX  78682
17650,17650,Dell Inc.,US,34:17:eb,One Dell Way,Round Rock  TX  78682
17651,17651,"Motorola Mobility LLC, a Lenovo Company",US,ec:88:92,"222 Merchandise Mart Plaza, Suite 1800",Chicago  IL  60654
17652,17652,"Motorola Mobility LLC, a Lenovo Company",US,b0:79:94,600 North US Hwy 45,Libertyville  IL  60048
17653,17653,"Motorola Mobility LLC, a Lenovo Company",US,14:1a:a3,"222 Merchandise Mart Plaza, Suite 1800",Chicago  IL  60654
17654,17654,"Motorola Mobility LLC, a Lenovo Company",US,cc:c3:ea,600 North US Highway 45,Libertyville  IL  60048
17655,17655,"Motorola Mobility LLC, a Lenovo Company",US,34:bb:26,600 North US Highway 45,Libertyville  IL  60048
17656,17656,"Motorola Mobility LLC, a Lenovo Company",US,40:78:6a,"222 Merchandise Mart Plaza, Suite 1800",Chicago  IL  60654
17657,17657,Dell Inc.,US,00:19:b9,One Dell Way,Round Rock  TX  78682
17658,17658,Dell Inc.,US,00:22:19,"One Dell Way,  MS RR5-45",Round Rock  Texas  78682
17659,17659,Dell Inc.,US,00:b0:d0,One Dell Way,Round Rock  TX  78682
17660,17660,Dell Inc.,US,5c:26:0a,"One Dell Way, MS RR5-45",Round Rock   Texas  78682
17661,17661,Dell Inc.,US,b0:83:fe,One Dell way,Round Rock  Tx  78682
17662,17662,Dell Inc.,US,14:18:77,One Dell way,Round Rock  Tx  78682
17663,17663,Dell Inc.,US,00:24:e8,"One Dell Way, MS RR5-45",Round Rock  Texas  78682
17664,17664,DeLaval International AB,SE,a4:8e:0a,Gustaf De Lavals väg 15,TUMBA    14721
17665,17665,Intel Corporate,MY,00:21:5c,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17666,17666,Intel Corporate,MY,00:23:15,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17667,17667,Intel Corporate,MY,00:15:00,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17668,17668,Intel Corporate,MY,10:4a:7d,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17669,17669,Intel Corporate,MY,a4:c4:94,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17670,17670,Intel Corporate,MY,90:2e:1c,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17671,17671,Intel Corporate,MY,3c:fd:fe,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17672,17672,Intel Corporate,MY,b8:bf:83,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17673,17673,Intel Corporate,MY,00:1d:e1,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17674,17674,Intel Corporate,MY,00:22:fb,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17675,17675,Intel Corporate,MY,08:11:96,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17676,17676,Intel Corporate,MY,60:36:dd,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17677,17677,Intel Corporate,MY,a0:36:9f,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17678,17678,Intel Corporate,MY,50:2d:a2,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17679,17679,Intel Corporate,MY,4c:79:ba,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17680,17680,Intel Corporate,MY,4c:eb:42,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17681,17681,Intel Corporate,MY,60:67:20,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17682,17682,Intel Corporate,MY,84:a6:c8,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17683,17683,Intel Corporate,MY,58:91:cf,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17684,17684,Intel Corporate,MY,88:53:2e,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17685,17685,Intel Corporate,MY,00:24:d7,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17686,17686,Intel Corporation,US,00:aa:02,    ,Fuzhou  Fujian  350002
17687,17687,Intel Corporate,MY,5c:d2:e4,"Lot 8, Jalan Hi-Tech 2/3",Kulim  Kedah  09000
17688,17688,Aruba Networks,US,04:bd:88,1322 Crossman Ave.,Sunnyvale  CA  94089
17689,17689,Aruba Networks,US,00:0b:86,180 Great Oaks Blvd. Suite B,San Jose  CA  95119
17690,17690,Valeo Schalter und Sensoren GmbH,DE,88:96:f2,Laiernstrasse 12,Bietigheim-Bissingen  Germany  74321
17691,17691,AzureWave Technology Inc.,TW,80:a5:89,"8F., No. 94, Baozhong Rd.,",New Taipei City  Taiwan  231
17692,17692,Airenetworks,ES,0c:cc:26,Ramon y Cajal 11,Elche  Alicante  03203
17693,17693,"Beijing RongZhi xinghua technology co., LTD",CN,4c:b0:e8,"Beijing haidian district zhongguancun east road No. 18 smartfortune international building, room 909",beijing  beijing  100000
17694,17694,"TCL Technoly Electronics (Huizhou) Co., Ltd.",CN,4c:14:a3,19th Zhongkai Hi-tech Development Zone,Huizhou  Guangdong  516006
17695,17695,Dell Inc.,US,f4:8e:38,One Dell Way,Round Rock  TX  78682
17696,17696,"Leadcore Technology CO.,LTD",CN,d8:87:d5,"1258 Mingyue Road,Shanghai.China",shanghai  shanghai  201206
17697,17697,"Cisco Systems, Inc",US,00:da:55,80 West Tasman Drive,San Jose  CA  94568
17698,17698,AzureWave Technology Inc.,TW,80:d2:1d,"8F., No. 94, Baozhong Rd.",New Taipei City  Taiwan  231
17699,17699,Hewlett Packard,US,70:5a:0f,11445 Compaq Center Drive,Houston  TX  77070
17700,17700,FN-LINK TECHNOLOGY LIMITED,CN,58:63:56,"5th Floor, A Building, Haoye Logistics Park, Shugang Channel, Bao'an District,",SHENZHEN  GUANGDONG  518000
17701,17701,MitraStar Technology Corp.,TW,b0:46:fc,"No. 6, Innovation Road II,",Hsinchu    300
17702,17702,AzureWave Technology Inc.,TW,08:a9:5a,"8F., No. 94, Baoshong Rd.","Xindian City, Taipei County    231"
17703,17703,AzureWave Technology Inc.,TW,6c:ad:f8,"8F., No. 94, Baozhong Rd",. New Taipei City  Taiwan  231
17704,17704,AzureWave Technology Inc.,TW,54:27:1e,"8F., No. 94, Baozhong Rd.",New Taipei City    231
17705,17705,ADB Broadband Italia,US,00:8c:54,VIALE SARCA 336,MILANO  ITALY  20126
17706,17706,ADB Broadband Italia,IT,f0:84:2f,VIALE SARCA 336,MILANO    20126
17707,17707,AcSiP Technology Corp.,TW,8c:b8:64,"3F., No.22, Dalin Rd., ",Taoyuan City    330
17708,17708,"Actiontec Electronics, Inc",US,00:20:e0,760 North Mary Ave.,Sunnyvale.  CA  94085
17709,17709,Accton Technology Corp,TW,00:04:e3,"No. 1 Creation Rd. III,",Hsinchu  Hsinchu  TAIWAN
17710,17710,Aisino Corporation,CN,40:95:58,"No.18A, Xingshikou Road,",Beijing    100195
17711,17711,"ADVANTECH CO., LTD.",TW,00:d0:c9,"FL. 4, NO.  108-3",TAIPEI  TAIPEI  TAIWAN
17712,17712,ADB Broadband Italia,IT,00:25:53,VIALE SARCA 222,MILANO    20126
17713,17713,ADB Broadband Italia,IT,00:23:8e,VIALE SARCA 222,MILANO    20126
17714,17714,ADB Broadband Italia,IT,00:1c:a2,VIALE SARCA 222,MILANO    20126
17715,17715,ADB Broadband Italia,IT,00:17:c2,v.Sarca 222,Milano    20126
17716,17716,ADB Broadband Italia,IT,d0:d4:12,VIALE SARCA 336,MILANO    20126
17717,17717,Alpha Networks Inc.,TW,00:0f:a3,"No.8 Li-shing 7th Rd.,Science-based Industrial Park",Hsinchu    300
17718,17718,Alpha Networks Inc.,US,00:1d:6a,"No.8 Li-shing Seventh Road,Science-based",Hsinchu    300
17719,17719,"Allied Telesis, Inc.",US,00:00:f4,CORPORATION,SUNNYVALE  CA  94086
17720,17720,Liteon Technology Corporation,TW,70:f1:a1,"4F,90,Chien 1 Road,ChungHo,Taipei Hsien,Taiwan,",TaiPei  TaiWan  23585
17721,17721,"AMPAK Technology, Inc.",TW,6c:fa:a7,"No.1,Jen Ai Road",Hsinchu    30352
17722,17722,Sony Mobile Communications AB,SE,00:24:ef,Nya Vattentornet,Lund  Skåne  22188
17723,17723,Sony Mobile Communications AB,SE,6c:0e:0d,Nya Vattentornet,Lund  SE  221 88
17724,17724,Sony Mobile Communications AB,SE,b4:52:7d,Nya Vattentornet ,Lund  SE  22188
